Skills,Education,Experience,ID,Category
Strong interpersonal skills Team building expertise,al and personal loans.Performed daily maintenance of the loan applicant database.,Business Development Marketing Representative,90629382,BUSINESS-DEVELOPMENT
"advertising, competitive, content, contracts, customer satisfaction, customer service, customer support, fashion, fast, functional, marketing","and Training
2012",08/2015,25813953,BUSINESS-DEVELOPMENT
"Sales, Marketing, Sales And, Consultative Sales, And Marketing, Marketing Management, Of Sales, Product Support, Strategic Planning, Direct","MBA : Marketing BS & MS (Mech. Engineering), MBA (Marketing).","in sales management, marketing and applications engineering of filtration and drying systems to the",11551946,BUSINESS-DEVELOPMENT
applied for marketing to small-to-mid-sized companies in the greater Louisville and Lexington Markets.,"B.S : Mechanical Engineering University of Kentucky ï¼​ City , State Mechanical Engineering",Business Development Manager,26896699,BUSINESS-DEVELOPMENT
"Business Development, Client Relationship Builder, Alternative Transportation Client Account Management, Contract Negotiations, Customer",and Training,in business development and client relationship buiding toÂ work Â for a,24647386,BUSINESS-DEVELOPMENT
including competence in multiple software applications.,"Masters of Public Administration , Budget and Public Finance 2004-12-18 Texas Tech University Lubbock ï¼​ City , State , US","Proficient in research, writing, case",39237915,BUSINESS-DEVELOPMENT
to identify exposure,May 2006,"in all aspects of sales cycle from business development, prospect pipeline building, lead creation, and close.",25370801,BUSINESS-DEVELOPMENT
Highlights,"1 1 WGU City , State","Company Name January 2013 to Current Director, Business Development",47067533,BUSINESS-DEVELOPMENT
"Salesforce, Siebel, Fox and Bullhorn CRM/ATS experience.Â","on evolving networking, unified communication, virtualization, and storage technology.
02/2016 to 07/2016",Highlights,36170003,BUSINESS-DEVELOPMENT
"as a team member, presenter, and trainer.",", and consistent follow-through. Experienced in",as a successful Director of Sales. Sales experience includes hospice / home health,18236085,BUSINESS-DEVELOPMENT
Identify and capitalizing on opportunities.,al support to all salon staff members.,January 2014,12377803,BUSINESS-DEVELOPMENT
", contingency planning and adaptability to new",and Training,to grow in the field of Data,14871762,BUSINESS-DEVELOPMENT
,"Bachelor of Science : Business Administration , 2006 Centenary College ï¼​ City , State",Business Development Coordinator,28337049,BUSINESS-DEVELOPMENT
FCA Kain Automotive training (3 steps to digital success),,"Company Name City , State Business Development Representative 07/2016 to 10/2016",20553895,BUSINESS-DEVELOPMENT
"Army, banking, business development, clients, international sales, inventory management, inventory levels, inventory, Latin, logistics, Director,",1999,in international distribution development.,22423839,BUSINESS-DEVELOPMENT
Powerful negotiator,"Doctor of Business Administration Management (D.B.A : Argosy University - City , State","managing all levels of large-scale projects, including budgeting and administration.",31813535,BUSINESS-DEVELOPMENT
"Proficient with SAP CRM, MS Office applications, advanced",2017,March 2015,17115815,BUSINESS-DEVELOPMENT
Customer communications Account management,"Journalism and Technical Communication December 2012 Colorado State University City , State",Business Development Representative 01/2017 to Current,20633855,BUSINESS-DEVELOPMENT
and excellent communicator recognized for taking a collaborative approach and an enthusiastic team player.,"Bachelor of Science , Hotel Management 1992 University of Maryland ï¼​ City , State , US",BUSINESS DEVELOPMENT MANAGER Sep 2011 to Sep 2013,34797369,BUSINESS-DEVELOPMENT
across all organizational,"Master of Arts : International Commerce and Policy 2014 George Mason School of Public Policy , City , State International Commerce and",in Business Operations and a Master Degree in International Commerce and Policy with the ability to execute,14861855,BUSINESS-DEVELOPMENT
Product development,"Associate of Arts : Irvine Valley College - Managerial Finance and Accounting City , State",Territory forecasting,89197180,BUSINESS-DEVELOPMENT
Problem Solving,and Training,January 2013 to Current,10541358,BUSINESS-DEVELOPMENT
"Computer, Interpersonal, Customer Service, Analytical, Relationship Driven, Training, Presentational, Sales","2012 Bachelors : American Intercontinental University - Business Management - Marketing City , State , US",Many years as a Trainer,36574147,BUSINESS-DEVELOPMENT
"Fluent in 4 European Languages: English, French, Italian and Greek.","MSc : Trade and Finance CITY UNIVERSITY BUSINESS SCHOOL ï¼​ City , UK CITY UNIVERSITY BUSINESS SCHOOL LONDON,",Business Development Manager,28916894,BUSINESS-DEVELOPMENT
Key decision making Conflict resolution,"Certified Professional Coach : Coaching , 2010","converting sales leads and effectively managing multiple territories. Highly skilled in forecasting, project management and strategic planning and",37521676,BUSINESS-DEVELOPMENT
"Benefits administrator, benefits, benefits administration, call center, clients, customer satisfaction, Customer Service, documentation, fashion,","Associate of Science , Science Aug 1979 Louisburg College ï¼​ City , State , US Science","administering benefits for large corporations and government employees, delivering",37391947,BUSINESS-DEVELOPMENT
.,"Master's Certificate : Project Management , 2006 The George Washington University - City , State , USA","sales executive focused on helping others unlock their untapped potential. As a result of our interactions, my clients will tell you they",14825300,BUSINESS-DEVELOPMENT
"Agency, billing, conferences, customer support, database, special events, hazardous waste disposal, hazardous waste, leadership, regulatory",", and personable and professional talents.","education, and personable and professional talents.",18757174,BUSINESS-DEVELOPMENT
"budget, business strategy, consultation, Customer Relationship Management, delivery, direct mail, directing, Driving, email, senior management,","ROSE STATE COLLEGE ï¼​ City , State Taken Business and Marketing Classes Associate of Arts : Advertising & Public Relations WICHITA STATE UNIVERSITY ï¼​ City , State Advertising & Public Relations",02/2014 to Current,27937592,BUSINESS-DEVELOPMENT
"to a dynamic sales organization and combine entrepreneurial drive with business-management skills to propel gains in revenue,","Bachelor of Science : Industrial Education California University ï¼​ City , State , US California University - California, Pennsylvania Bachelor of","and in-depth knowledge of Aerospace & Defense, Computing,",27219200,BUSINESS-DEVELOPMENT
on the internet and retrieving information and research.,"and training sessions, marketing the",Director of Business Development Jan 2009 to Current,15233524,BUSINESS-DEVELOPMENT
to acquire new and to follow-up with existing,and Training,"Company Name City , State Business Development Manager 01/2006 to Current",13888506,BUSINESS-DEVELOPMENT
Outstanding work ethic and time management skills,al seminars to drive business results.,in building and managing a large outside marketing/sales territory to build referral relationships with physicians and their office,27796199,BUSINESS-DEVELOPMENT
"to drive business expansion. Proven skills in driving results, product development, project management, account management and","Master of Business Administration : Essentials of Financial Management. London University of North Florida, Coggin School of Business City ,",A top-performer with the entrepreneurial vision and,22765255,BUSINESS-DEVELOPMENT
"Appointment Setting, Art, B2B, Billing, Business Analyst, Business Development, Business Modeling, Business Operations, Business Process","Supply Chain Management University of North Carolina ï¼​ City , State Post-Baccalaureate in Supply Chain Management, coursework",Sales and Business Development,61677751,BUSINESS-DEVELOPMENT
. Extensive experience working with a diverse,"High School Diploma : 1996 Denver High School - City , State",working with a diverse,26581830,BUSINESS-DEVELOPMENT
. Exudes energy and,"Hampton University May 1998 Bachelor of Arts : Political Science City , State Political Science",and accomplishments.,16694152,BUSINESS-DEVELOPMENT
.,opportunities offered by management.,,10501991,BUSINESS-DEVELOPMENT
Determined team player.,and Training,"penetrating in domestic and international markets including Manufacturing,",12546838,BUSINESS-DEVELOPMENT
and industry knowledge to develop innovative strategies for success.,"al, social and demographic data about the community to guide local program development.",Life Science Sales and Marketing specialist with track record in growing customer base and maximizing sales. Motivated and,91467795,BUSINESS-DEVELOPMENT
"streamline, approach, balance sheet, bonds, budgeting, business development, cash flow, clinical research, clinical trials, com, consulting, corporate",December 2012,in life science startups and clinical research organizations. I also have,27375577,BUSINESS-DEVELOPMENT
include developing strong public relationships and helping others develop winning attitudes,al opportunities; reading professional publications. Enhances dealership reputation by accepting ownership for,Senior Associate Business Development,10235211,BUSINESS-DEVELOPMENT
.,"Master of Science Degree : Psychology May 2012 Argosy University City , State","including security, computer, sales, management, psychology, non-profit, and retail. Enjoys learning new",31273310,BUSINESS-DEVELOPMENT
"Seasoned Leadership, Experienced Manager, Motivated, Balanced","s, and point of sale","A goal oriented and trusted leader, able to communicate effectively with people of all ages and backgrounds, to work collaboratively",30938994,BUSINESS-DEVELOPMENT
. Leverages in-depth knowledge of industry,2014,"with proven success in developing,",29014805,BUSINESS-DEVELOPMENT
Skillful verbal and written communication skills,"al programs for thousands of players on such topics as fitness, nutrition, injury prevention, sport psychology","sales professional and effective leader. Currently a sales professional for CT of Wolters Kluwer. Highly motivated, self-driven, result-",14070138,BUSINESS-DEVELOPMENT
Exceptional multi-tasker,"Masters of Business Administration : Business Strategy , 2013 Western Governors University - City , State , USA","Director of Business Development , 06/2014 to Current Company Name - City , State",24964303,BUSINESS-DEVELOPMENT
.,"MBA : Business Administration Management University of Houston , City , State",complemented by,34046031,BUSINESS-DEVELOPMENT
,"Bachelor of Science : International business 1994 University of Minnesota, Carlson School of Management City , State , USA Minors in Spanish,
Japanese, and East Asian studies",in large commercial and government digital,18937778,BUSINESS-DEVELOPMENT
and telephone etiquette. As a,al Background,Highly enthusiastic customer service professional with 20 years client,17095812,BUSINESS-DEVELOPMENT
Skilled in MS Office,", Employment and Training Department. (Goodwill of the Kanawha Valley)Â","Global Business Development Manager/Marketing 09/2015 ï¼​ Current Company Name City , State",16091352,BUSINESS-DEVELOPMENT
Brand development,"and Training
Miami Dade College 2013 Marketing Management Real Estate City , State Marketing Management Real Estate",Company Name January 2017 to Current Business Development Executive,27139412,BUSINESS-DEVELOPMENT
.,al preferences of students born post 1982 in comparison with,"in statistical analyses, sampling techniques, research design, C-level presentations, and professional writing skills.",32042584,BUSINESS-DEVELOPMENT
"3-D, budgets, color, Council, CPT, client, floor plans, Forklift, Manufacturing Processes, presentations, real estate, Safety, sales, seminars,",and Training,March 2014 to August 2014,17597372,BUSINESS-DEVELOPMENT
General financial accounting and control,"MBA : Finance & Management , 2014 University of Houston ï¼​ City , State GPA: GPA: 3.80/4.00","in finance, accounting, investment and",14287992,BUSINESS-DEVELOPMENT
Customer Relationship Management (CRM) software (Salesforce),and government. Adept at managing intense demands of multiple existing customer accounts and cultivates strong customer,in both the private and public sector;,23568641,BUSINESS-DEVELOPMENT
Business process improvement Fast Learner,"May, 2016",with emphasis on Business Development and Data Analytic,25397102,BUSINESS-DEVELOPMENT
"accounting, budgets, business development, Computer literate, concise, conferences, conflict resolution, contracts, draw, client, clients, customer",B.A : Business Administration December 2003 University of Wisconsin City Business Administration,evaluating and valuing fixed assets and building values within a high volume,17602815,BUSINESS-DEVELOPMENT
.,"Doctor of Business Administration Management (D.B.A : Argosy University - City , State","managing all levels of large-scale projects, including budgeting and administration.",27213082,BUSINESS-DEVELOPMENT
. Highly customer service oriented with excellent written and verbal communication skills which enhance the,al and creative programming.,Excels in deadline-driven account management with an established track record of remarkable sales results.,14241621,BUSINESS-DEVELOPMENT
Business Development & Sales Leadership *Sales Presentations,and Training,January 2014,38688388,BUSINESS-DEVELOPMENT
,"Bachelor of Science : Marketing and Legal Studies in Business , 2006 Duquesne University ï¼​ City , State",developing,65708020,BUSINESS-DEVELOPMENT
Exceptional multi-tasker,"Bachelor of Science , Economics Marketing 05.05.88 Clemson University ï¼​ City , State",SE Business Development Manager Jun 2014 to Mar 2015,80275976,BUSINESS-DEVELOPMENT
"Coaching, Cost Controls, Marketing, Point Of Sale, Promotional, Advertising and Marketing, Sales, Business Management, Cooking, Corporate",1994,with business,13080868,BUSINESS-DEVELOPMENT
Online Marketing Strategies,"al opportunities,reading professional publication,maintaining personal networks,",Company Name November 2013 to Current Business Development Coordinator/Event Coordinator,67501448,BUSINESS-DEVELOPMENT
Consistently reliable sales,"Proficient in Ntreis, North Texas Real Estate Information Services",A strategic thinker and communicator who implements,20317319,BUSINESS-DEVELOPMENT
"accounting, budget, cold calling, Credit, client, clients, staff training, Financial, Director, marketing, Market, Marketing and Management, materials,","B.S.B.A : Management Xavier University - City , State Management",Skill Highlights,24412546,BUSINESS-DEVELOPMENT
Marketing Skills Â,Bachelor of Arts (B.A) : Communication 1 2009 California State University City Communication,"in developing new market channels and building strong relationships with sales managers, customers and",81310245,BUSINESS-DEVELOPMENT
Budgeting,"Master of Science : Information Systems-Graduate Business Analytic Certificate , 2017 UNIVERSITY OF PHOENIX ï¼​ City , State","in system fault diagnosis, developing solutions and managing resolution.",29208172,BUSINESS-DEVELOPMENT
with the ability to Proven ability to manage marketing team and yielding results.,2015,"in LTAC Marketing in a hospital setting. Ability to build strong rapport with physicians, patient's families, case managers and",22025574,BUSINESS-DEVELOPMENT
Skills Experience Total Years Last Used,August 2003,in growing and exceeding sales in multi-million dollar,16519708,BUSINESS-DEVELOPMENT
Customer targeting,.,in presenting and selling to senior,18293620,BUSINESS-DEVELOPMENT
Career Summary - Sales Professional,and Training,"in sales and customer service, both in the auto",15811992,BUSINESS-DEVELOPMENT
". High-energy, results-","certificate University of California - City , State Bachelor of Applied Arts : Interior Design & Industrial Technology , 1988 Central Michigan University - City , State",Goal-oriented,14990354,BUSINESS-DEVELOPMENT
"Â Proficient with Microsoft Word, Excel, PowerPoint, Access and Outlook Express. Â Optimizer, WFX, Stafferlink, Healthtrust, and Bullhorn.","and Training
2003","Education and Training
2003",10228751,BUSINESS-DEVELOPMENT
"and strengths include, but are not limited to, excellent organizational, project management, and communication abilities, and expertise in",August 2000,specifically in the areas of risk management and compliance.,14726000,BUSINESS-DEVELOPMENT
to grow revenue and profits. Yearly,Urbana University Bachelor of Science : Business Administration Marketing GPA: GPA: 3.6/4.0 Business Administration Marketing GPA: 3.6/4.0,selling Business-to-Business information technology and print advertising services in the Cincinnati and Columbus metropolitan areas. Clientele,16846478,BUSINESS-DEVELOPMENT
gained from my seventeen years as a construction business development,"to reach my full potential as an account executive by helping Visio Financial Services achieve steady, long-term, sustainable",and skills gained from my seventeen years as a construction business development,13199813,BUSINESS-DEVELOPMENT
"Marketing, Marketing Strategy, Business Development, Healthcare, Advertising, Business Plan, Clients, Hp-ux, Media Relations, Unix, Ux,",", scientific and healthcare verticals. Recent projects include: â​– The American Chemical Society - Developed business plan, marketing",Director of Business Development,23396633,BUSINESS-DEVELOPMENT
Salesforce,and Training,"FOUNDER, BUSINESS DEVELOPMENT DIRECTOR 01/2010 to Current Company Name City , State",20357858,BUSINESS-DEVELOPMENT
". I am experienced in all related design, database/analysis and presentation programs and",BA : Journalism / Marketing - State Journalism / Marketing,covering the entire gamut of,12230301,BUSINESS-DEVELOPMENT
"â€¢Oral and written communication
â€¢Customer Service â€¢Numerical and analytical ability
â€¢IT skills ( Shopper,Tally,Voyager )â€¢ Creativity and imagination
â€¢Business and commercial acumen â€¢Ability to lead and motivate a team
â€¢Drive, motivation and initiative â€¢Influencing and negotiation
â€¢ Good Team player Â â€¢Work under pressure and deadlines",al workshops and challenging opportunities for enhancing career growth of employees.,"manager who is highly motivated and has vast knowledge of the retail industry. As a perfect role model for the team, able to",26278597,BUSINESS-DEVELOPMENT
to increase profits and bolster growth.,schools.,"management, and problem-solving",18311419,BUSINESS-DEVELOPMENT
Capable of delivering a strong business case for client action with the,"Superstar Selling, Brian Tracy , Ft. Worth, Texas, 2005 How to Build a Complete Sales Person , Plano, Texas 2005 Sales Success, Jeffrey",through high-quality customer care.,12814706,BUSINESS-DEVELOPMENT
Proficient with large cooking machinesÂ,"CURLINARY , 1999 Kumasi Polytechnic ï¼​ City , GHANA","Dietary Aide , 09/2013 to Current Company Name ï¼​ City , State",19738730,BUSINESS-DEVELOPMENT
and extensive network by seeking new and expanded opportunities to generate new proposals based on mission and,"Associate of Arts : May 2011 MIAMI DADE COLLEGE ï¼​ City , State GPA: Graduated with the Highest Praise, Summa Cum Laude GPA:
4.0 Graduated with the Highest Praise, Summa Cum Laude GPA: 4.0",July 2012 Company Name ï¼​ State,20427934,BUSINESS-DEVELOPMENT
". Expertise in engaging decision making and devising winning sales strategies and solutions. Innovative, adaptable,",and Training,"leader with more than 7 years of experience working in sales, marketing and business",19557384,BUSINESS-DEVELOPMENT
Energetic,"Retail Management Purdue University ï¼​ City , State , USA",Business Development Manager,32385553,BUSINESS-DEVELOPMENT
.,al workshops at CUNY/SUNY College campuses benefit fairs that increased credit union,"in sales management, marketing, technical presentation creation and service training.",17421910,BUSINESS-DEVELOPMENT
in growing and exceeding sales in a multi- million dollar business operation in the,"MBA : Business Administration , 2009 University of Phoenix - City , State Business Administration",customer service professional with extensive skills in growing and exceeding sales in a multi- million dollar business operation in the,40792022,BUSINESS-DEVELOPMENT
.Complex,al and professional expertise with long trackrecord of success in direct sales and brand management. Exceptional problem,Business Development Manager/Program Director,82118447,BUSINESS-DEVELOPMENT
,,,12632728,BUSINESS-DEVELOPMENT
"including rapport building, listening, social versatility, courtesy and concern.","Associate of Arts : Health Science 1999 Palm Beach Community College City , State Health Science","convincing the client of the value proposition, and constructing a solid proposal that is perceived by",59696315,BUSINESS-DEVELOPMENT
"in government opportunitiesÂ Demonstrated ability to organize, lead (or
20 years experience in government healthcare markets, state and federal participate), and direct teams of diverse business,
28 years of IT and Business experience with large and globalÂ IT and leadership, and technological backgrounds,","College of Continued Accredidation , Mechanical-Industrial Engineering 1983 Rochester Institute of Technology - City , State , USA","leveraging newÂ industry trends, as well as game-changing legislation and its impact to federal and state governments.Â Open and clear",38007664,BUSINESS-DEVELOPMENT
"Microsoft Suite (Excel, Word, Power Point)","High School Diploma : Honors, Advanced Diploma South Grand Prairie HS - City , State",in account and customer management. Proven track record of success.,14752209,BUSINESS-DEVELOPMENT
"acute care, administration, benefits, budget, business development, contracts, customer service, interpersonal, leadership, marketing, presentations,",/Marketing Liaison,"in sales, marketing, and operations. Known for being",12059198,BUSINESS-DEVELOPMENT
,"Bachelors of Science , Psychology 2005 Radford University ï¼​ City , State Psychology",in positions of increasing responsibility and duties. Top-performer with a,33424600,BUSINESS-DEVELOPMENT
"accounting, ABC, advertising, Business Development, Business Intelligence Software, closing, CMS, com, consultant, content, Content","B.S : Economics , 2004 Virginia Commonwealth University GPA: Cum Laude Economics Cum Laude",Business Development Consultant,35673335,BUSINESS-DEVELOPMENT
.,or training.,providing advanced office support to busy organizations. Strong contract,29908929,BUSINESS-DEVELOPMENT
", market insight and business",2010,"in sales management, marketing, technical presentation creation and service training.",27850777,BUSINESS-DEVELOPMENT
. Action-oriented with strong ability to communicate,al department functions for team of six.,administrative professional with excellent client and project management skills. Action-oriented with strong ability to communicate,14055971,BUSINESS-DEVELOPMENT
. Successful track record of supporting bid analysis and decomposition of requirements to provide strategic IT,"EMC Isilon Scale-Out Storage, 2013 EMC E20-322 Solutions Design for Technology Architects, 2013 EMC Information Storage and","in IT development, implementations and architectures with a",36805025,BUSINESS-DEVELOPMENT
"Work History
09/2013 to 08/2014",& Training Marketing & Brand Positioning Stakeholder,driven and successful Sales Professional recognized for consistently growing sales revenues and profitability. Frequently selected by,27004930,BUSINESS-DEVELOPMENT
"budget, business development, Call Center, coaching, communication skills, consultant, credit, Customer Service, decision making, direction,",seminar for all court systems in NYC area.,"Company Name City , State Business Development Manager, VP 12/2014 to Current",11289482,BUSINESS-DEVELOPMENT
"ads, advertising, Avid, budgets, Budget, business strategies, cable, cash flow, coach, client management, content, contracts, SC, client, clients,",2007,January 2014,11088337,BUSINESS-DEVELOPMENT
"make the candidate successful in seamlessly working with clients, staff members, and other professionals in various areas across","BBA : Management May 2009 James Madison University City , State","Business Development Associate 12/2015 to Current Company Name City , State",32531824,BUSINESS-DEVELOPMENT
& core competencies,Bachelor of Science May 1996 Texas A&M University,"in cloud software industry. Proven ability to research, develop, and",29825044,BUSINESS-DEVELOPMENT
Proven sales track record,"Bachelor of Science , Communication Disorders University of Houston, Houston Texas Communication Disorders",Business Development Manager Jun 2010 to Feb 2012,76916835,BUSINESS-DEVELOPMENT
", combined with impeccable business acumen and ability to communicate confidently,","Bachelor of Science : Management 2013 Rutgers University City , State , USA","and effective record of leading sales, strategic plans and financial reporting across three continents resulting in sales and",95382114,BUSINESS-DEVELOPMENT
& Qualifications,"Bachelor of Science : Business Management Grambling State University City , State","Senior Account Manager, focused on maximizing sales and expanding network connections, by directing every account",39875803,BUSINESS-DEVELOPMENT
"Sales, Business Development, Distributor Sales, Territory Sales, District Sales, Sales of Solutions, Sales Teams, Sales Accounts, National","Bachelor of Business Administration : Finance, General Business 1988 Western Michigan University City , State , US","Business Development Director 05/1997 to Current Company Name City , State",10289113,BUSINESS-DEVELOPMENT
"to enhance management. To enforce departmental policies,","Bachelor of Fire Science : 8/15 Thomas Edison State College ï¼​ City , State GPA: GPA: 3.37","as an exceptional Director of Business Development, to manage personnel and resources by utilizing",77576845,BUSINESS-DEVELOPMENT
", competency, versatility, attention","materials, and internal/external communication of value proposition to","in sales,",15423153,BUSINESS-DEVELOPMENT
,"Bachelor of Science : Business NorthWestern Oklahoma State University , City , State",across diverse banking and sales platforms.,98379112,BUSINESS-DEVELOPMENT
Strong deal closer,"Bachelor of Business Administration (BBA) : Finance and Economics 1996 Augusta State University, Hull College of Business , City , State",developing and executing plans that cover all,10704573,BUSINESS-DEVELOPMENT
Storm,"Master of Business Administration : Finance , 2016 University of Massachusetts ï¼​ City , State Finance",Director Finance and FP&A,14181049,FINANCE
"Accounting, accounting software, Auditing, Banking, bonds, Budget management, Budgeting, Cash flow, cash management, Credit, Derivatives,",al loans.,"in in the areas of Banking Operations, Cash Management, Treasury Management, Credit Administration, Trade",28522529,FINANCE
. Able to provide,2017,"of administrative support, organization, time management and confidentiality for executive-level staff of daily operations and",29494962,FINANCE
", business acuity and problem solving skills. Strategic, methodical and reliable, enjoy the challenge of resolving long term issues, and",and Client Support Services,"in financial accounting and management, acknowledged for sound decision-making abilities,",70541112,FINANCE
"accounting, accounts payables, accounts receivables, Accounts Payable, accrual, administrative duties, backup, bank reconciliations, billing,","Bachelor's Degree : Business Administration , 1989 University of Central Oklahoma - City , State Business Administration",Finance Manager,31948488,FINANCE
"Good relationship management & negotiation skills in liaising with Banks,",Master's degree,in the field of accounts & finance.,81677620,FINANCE
", knowledge and experience I possess to assistant in the success of any and all","Accounting 1990 BARNES BUSINESS COLLEGE City , State , US",I possess to assistant in the success of any and all,22720697,FINANCE
Accounts payable,"Associate of Arts : Business Business Management 1978 Midwest Business College City , State , USA Business Business Management","with Financial Statements audits, reviews, compilations and audits for Governmental organizations.",25497147,FINANCE
Leadership/communication skills,"Bachelor of Science 1996 New york institute of technology City , State , USA","Finance Controller 08/2010 to 09/2017 Company Name City , State
Â Â Managed team 100 professionals.
ï¿½ Oversees accounting and financial activitiesÂ
ï¿½ Managed all general ledger activity, reporting systems, GAAP standardsï¿½
Â M onitored timely and accurate monthly, quarterly and year-end closing process
ï¿½ Prepared company forecasts and budget
ï¿½Â Coordinated, monitored, and supported taxation requirements in compliance with and knowledge of governmental regulations and",28758002,FINANCE
and the,1 1977,Transforms high-potential staff into outstanding,18975686,FINANCE
Quickbooks. Workamajig. MS Office Suite. InDesign. Photoshop. Concrete5 CMS. Â Google Analytics. GoogleDocs. Intervals. SEO/SEM.,"Long-Form Improv Washington Improv Theater ï¼​ City , State Currently a Level 4 Student in their 5-level curriculum.Â",in small agency / start-up environments. Possess strong,61634281,FINANCE
"Accounting, Budgeting, budgets, budget, Business Development, business management, business processes, business solutions, Customer",2008,03/2016 to Current,48285304,FINANCE
Â,"BS/BA : Business Administration , 1994 University of Phoenix ï¼​ City , State , USA","in preparation, analysis, and reporting of financial performance. Proven professional focused on enhanced productivity,",22492537,FINANCE
. Instrumental in,"Master of Accountancy , Accountancy 2011 Missouri State University Certified Public Accountant Green Belt Trained in Lean Six Sigma (2011)","with high-volume manufacturers, demonstrating leadership and strong project management execution skills. Instrumental in",19540089,FINANCE
"accounting, ADP payroll, ad, automate, budgets, budget, client, database, decision making, direction, senior management, senior management,","1 1989 Hofstra University ï¼​ City , State Bachelor of Arts Economics Economics",in FINANCIAL MANAGEMENT & BUDGETING seeks a,76454959,FINANCE
"in strategic planning, organizational re-engineering, budget analysis, process, productivity, and quality","STEPHEN F AUSTIN STATE UNIVERSITY BBA : General Business, Business Administration City , State , US STEPHEN F AUSTIN",Company Name December 2011 to February 2014 Special Finance Manager,20880935,FINANCE
", critical thinking and the ability to communicate",al opportunities.,"in real estate management. Strengths include sales skills, critical thinking and the ability to communicate",28724469,FINANCE
", who sees challenges as an","Bachelor of Science Degree : Business Administration Finance , 2009 Northern Caribbean University ï¼​ City , JAMAICA",Finance Officer,33685988,FINANCE
"P&L Management, Project Management, Communications, Leadership, Finance Operations, Tax, P2P, O2C, Compensation Services, Financial","Certified Project Manager : Project Management , 2014 Stanford University - City , State , USA","Director, Finance",24530382,FINANCE
"Financial planning and analysis, budgeting, reporting, strategic planning, forecasting, operations","AAS : Accounting Hennepin Technical Community College City , State","in forecasting, financial",29998869,FINANCE
Account reconciliation expert Superior research skills,Accounting Associate Degree Barnes Business College,Finance Manager,57088974,FINANCE
as a sales manager and agent for a fortune 500 Insurance Company.,"Masters of Accountancy : Accounting 2005 UNC-Charlotte , City , State , USA","Company Name City , State Director of Finance 02/2014 to Current",66741193,FINANCE
". Versed in strategic planning, financial","Bachelor of Science , Economics and Finance May 2006 Bentley College GPA: GPA: 3.7 GPA: 3.68 Magna Cum Laude, Honors Program,","and exceptional people skills. Versed in strategic planning, financial",39675895,FINANCE
. Hand-picked by executive team to turn around underperforming programs; accomplished leader known and respected for,"Master of Business Administration : Business Economics/Finance , State University - City , State",,25101183,FINANCE
along with benefiting the organization to reach greater heights.,Bachelor of Commerce 1980 Andhra University,01/2010 to 01/2014,92524964,FINANCE
Strategic Financial Planning Mergers & Acquisition,Bachelor of Science : Mathematics 1997 University of the Punjab - City,with the wealth of strategic and operational knowledge. Wide-ranging cross,84356308,FINANCE
Budget Control & Administration,and Training,07/2015 to 05/2017,91564103,FINANCE
", including the ability to","(Columbia University), charities, foundations, social services organizations, with asset valueranging from $4,000,000,000 to
$15,000,000,000.Key responsibilities included a development of risk assessments and audit plans, supervisedengagements and staff of 3-5",January 2012 to January 2012,26530575,FINANCE
Experience,"Bachelor of Science : Accounting University of South Carolina ï¼​ City , State Accounting",Certified Public Accountant (CPA) with extensive financial and audit experience. I have a proven track record to improve monthly,88038965,FINANCE
; diligent and hardworking with proven ability to handle multiple projects simultaneously and prioritize efficiently while meeting,"Bachelor of Accounting Cameron University City , State",financial and managerial accounting practices and procedures. Detail oriented with strong,78229715,FINANCE
"Photoshop, advertising, Arabic, AutoCAD, business operations, com, clients, customer services, dialog, Engineer, English, Estimating, filing,","Bachelor of Science , Civil Engineering 6 1997 Mosul University ï¼​ City , Iraq Civil Engineering Both degrees already equivalent to US degrees.","in management, planning, designing, bidding",28973180,FINANCE
"accounting, approach, balance, Balance Sheet, bank reconciliation, Banking, bookkeeping, book keeping, Budgeting, Budget, C, cash flow",Bachelor of Commerce : 2004 Calcutta University ï¼​ City,Finance Manager,17775916,FINANCE
.,05/12,in high-pressure finance and accounting environments. Innovative,19405513,FINANCE
"Accounting, ad, auditing, Benefits, budgeting, budgets, budget, business processes, client, drivers, Essbase, senior management, Finance, financial,",May 2008 Bachelor of Science : Business Administration GPA: GPA: 3.95 Business Administration GPA: 3.95 Seton Hall Varsity Swim Team:,Company Name July 2014 to Current Finance Manager,26231609,FINANCE
"Accounting: Financial Audit, General ledger, AP, Purchasing, Quickbook","2015 Supervisor Training City , State",Company Name October 2007 to Current Budget Finance Specialist Senior,25330083,FINANCE
"Accounting, accounts payable, accounts receivables, accruals, Accrual, AR, AS400, auditing, Baan, brand marketing, budgets, budget, cash flow,",2016,05/2014 - Current,14408510,FINANCE
Skills,"Associate's Degree : Accounting , 2002","Dealership Finance Manager , 03/2011 to Current",23354541,FINANCE
Trade Finance Operations,"UC San Diego (UCSD) Extension 2015 Certification : Business Management City , State , United States",Company Name August 2007 to January 2011 Trade Finance Officer,95519832,FINANCE
"MS Office, MS Project, Visio, Microsoft Dynamics GP, Epicor, QuickBooks, Salesforce, Projector PSA","BBA : Finance and Accounting St Edwards University ï¼​ City , State , USA","including financial management,",18636651,FINANCE
"administrative, AP, AR, Billing, conferences, contracts, client, clients, customer satisfaction, Customer service, customer support, database,","Associate of Science : Accounting Business Lake Michigan College - City , State","Finance And Accounting Specialist , 11/2005 to 11/2017",39295103,FINANCE
